DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,AGE:Current age,AGE_AT_BIRTH:Age at Birth,WEALTH_QUINTILE:Wealth Quintile,RESIDENCE:Residence,MOTHER_EDUCATION:Mother's Education Level,DATA_SOURCE:Data Source,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,SERIES_FOOTNOTE:Series footnote,SUB_SECTOR:Sub Sector,SOWC_FLAG_A:SOWC flag A,DATA_SOURCE_PRIORITY:Data source priority,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,UNWGTD_SAMPL_SIZE:Unweighted Sample Size,OBS_FOOTNOTE:Observation footnote,SOURCE_LINK:Citation of or link to the data source,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,COVERAGE_TIME:The period of time for which data are provided
"UNICEF:MNCH(1.0): Maternal, child and newborn health",AUS: Australia,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_166: Australian Institute of Health and Welfare. Australia's mothers and babies 2018: in brief. Perinatal statistics series no. 36. Cat. no. PER 108. Canberra: AIHW; 2020.,2018,98.7,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,Institutional Birth (IB): includes all deliveries that occurred at a health facility,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),EOF: End of fieldwork,2000-2020
"UNICEF:MNCH(1.0): Maternal, child and newborn health",AUS: Australia,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_167: Australian Institute of Health and Welfare 2021. Australia's mothers and babies. Cat. no. PER 101. Canberra: AIHW; 2021.,2019,98.8,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,Institutional Birth (IB): includes all deliveries that occurred at a health facility,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),EOF: End of fieldwork,2000-2020
"UNICEF:MNCH(1.0): Maternal, child and newborn health",AUS: Australia,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_2569: Australian Institute of Health and Welfare 2022. Australia's mothers and babies. Cat. no. PER 101. Canberra: AIHW; 2022.,2020,96,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,Institutional Birth (IB): includes all deliveries that occurred at a health facility,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),EOF: End of fieldwork,2000-2020
"UNICEF:MNCH(1.0): Maternal, child and newborn health",AUT: Austria,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_177: Vital statistics. Live births (with place of birth in Austria) by medical characteristics since 2008 [website]. Vienna: Statistics Austria; 2019 (http://www.statistik.at/web_en/statistics/PeopleSociety/health/medical_and_sociomedical_characteristics_of_live_birth/110639.html; accessed 10 February 2020).,2018,98.4,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,Institutional Birth (IB): includes all deliveries that occurred at a health facility,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),EOF: End of fieldwork,2000-2020
"UNICEF:MNCH(1.0): Maternal, child and newborn health",AUT: Austria,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_178: Vital statistics. Live births (with place of birth in Austria) by medical characteristics since 2009 [website]. Vienna: Statistics Austria; 2020 (http://www.statistik.at/web_en/statistics/PeopleSociety/health/medical_and_sociomedical_characteristics_of_live_birth/110639.html; accessed 16 February 2021).,2019,98.4,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,Institutional Birth (IB): includes all deliveries that occurred at a health facility,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),EOF: End of fieldwork,2000-2020
"UNICEF:MNCH(1.0): Maternal, child and newborn health",AUT: Austria,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_179: Vital statistics. Live births (with place of birth in Austria) by medical characteristics since 2009 [website]. Vienna: Statistics Austria; 2021 (http://www.statistik.at/web_en/statistics/PeopleSociety/health/medical_and_sociomedical_characteristics_of_live_birth/110639.html; accessed 16 February 2021).,2020,98.1,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,Institutional Birth (IB): includes all deliveries that occurred at a health facility,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),EOF: End of fieldwork,2000-2020
"UNICEF:MNCH(1.0): Maternal, child and newborn health",AZE: Azerbaijan,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_195: Statistical Yearbook 2019. Women and Men in Azerbaijan. Baku: State Statistical Committee of the Republic of Azerbaijan; 2019.,2018,99.4,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,Unclear definition of the cadres included (Skilled health personnel),Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),EOF: End of fieldwork,2000-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",AZE: Azerbaijan,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_196: Statistical Yearbook 2020. Women and Men in Azerbaijan. Baku: State Statistical Committee of the Republic of Azerbaijan; 2021.,2019,99.9,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,Unclear definition of the cadres included (Skilled health personnel),Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),EOF: End of fieldwork,2000-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",AZE: Azerbaijan,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_196: Statistical Yearbook 2020. Women and Men in Azerbaijan. Baku: State Statistical Committee of the Republic of Azerbaijan; 2021.,2020,99.9,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,Unclear definition of the cadres included (Skilled health personnel),Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),EOF: End of fieldwork,2000-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",AZE: Azerbaijan,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_2570: Statistical Yearbook 2021. Women and Men in Azerbaijan. Baku: State Statistical Committee of the Republic of Azerbaijan; 2022.,2021,99.9,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,Unclear definition of the cadres included (Skilled health personnel),Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),EOF: End of fieldwork,2000-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",BDI: Burundi,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_2578: Annuaire des Statistisques Sanitaires 2021,2018,86.2,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,Unclear definition of the cadres included,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),EOF: End of fieldwork,2000-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",BDI: Burundi,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_2578: Annuaire des Statistisques Sanitaires 2021,2019,98.6,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,Unclear definition of the cadres included,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),EOF: End of fieldwork,2000-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",BDI: Burundi,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_2578: Annuaire des Statistisques Sanitaires 2021,2020,87.4,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,Unclear definition of the cadres included,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),EOF: End of fieldwork,2000-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",BDI: Burundi,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_2578: Annuaire des Statistisques Sanitaires 2021,2021,76.5,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,Unclear definition of the cadres included,Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),EOF: End of fieldwork,2000-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",BEN: Benin,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T19: 15 to 19 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_33: Demographic and Health Survey 2017-2018,2018,47.3,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,Statcompiler,EOF: End of fieldwork,2001-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",BEN: Benin,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q1: Lowest,_T: Total,_T: Total,MNCH_SRC_33: Demographic and Health Survey 2017-2018,2018,31.6,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,Statcompiler,EOF: End of fieldwork,2001-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",BEN: Benin,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q2: Second,_T: Total,_T: Total,MNCH_SRC_33: Demographic and Health Survey 2017-2018,2018,44.2,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,Statcompiler,EOF: End of fieldwork,2001-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",BEN: Benin,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q3: Middle,_T: Total,_T: Total,MNCH_SRC_33: Demographic and Health Survey 2017-2018,2018,51,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,Statcompiler,EOF: End of fieldwork,2001-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",BEN: Benin,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q4: Fourth,_T: Total,_T: Total,MNCH_SRC_33: Demographic and Health Survey 2017-2018,2018,59.8,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,Statcompiler,EOF: End of fieldwork,2001-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",BEN: Benin,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q5: Highest,_T: Total,_T: Total,MNCH_SRC_33: Demographic and Health Survey 2017-2018,2018,75.5,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,Statcompiler,EOF: End of fieldwork,2001-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",BEN: Benin,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,R: Rural,_T: Total,MNCH_SRC_33: Demographic and Health Survey 2017-2018,2018,47.7,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2001-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",BEN: Benin,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,U: Urban,_T: Total,MNCH_SRC_33: Demographic and Health Survey 2017-2018,2018,58.9,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2001-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",BEN: Benin,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_33: Demographic and Health Survey 2017-2018,2018,52.1,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2001-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",BEN: Benin,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T19: 15 to 19 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_33: Demographic and Health Survey 2017-2018,2018,77.5,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2001-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",BEN: Benin,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q1: Lowest,_T: Total,_T: Total,MNCH_SRC_33: Demographic and Health Survey 2017-2018,2018,55.2,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2001-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",BEN: Benin,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q2: Second,_T: Total,_T: Total,MNCH_SRC_33: Demographic and Health Survey 2017-2018,2018,73.3,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2001-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",BEN: Benin,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q3: Middle,_T: Total,_T: Total,MNCH_SRC_33: Demographic and Health Survey 2017-2018,2018,80.1,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2001-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",BEN: Benin,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q4: Fourth,_T: Total,_T: Total,MNCH_SRC_33: Demographic and Health Survey 2017-2018,2018,90.3,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2001-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",BEN: Benin,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q5: Highest,_T: Total,_T: Total,MNCH_SRC_33: Demographic and Health Survey 2017-2018,2018,95.1,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2001-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",BEN: Benin,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,R: Rural,_T: Total,MNCH_SRC_33: Demographic and Health Survey 2017-2018,2018,73.7,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2001-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",BEN: Benin,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,U: Urban,_T: Total,MNCH_SRC_33: Demographic and Health Survey 2017-2018,2018,85,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2001-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",BEN: Benin,MNCH_SAB: Skilled birth attendant - percentage of deliveries attended by skilled health personnel,F: Female,Y15T49: 15 to 49 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_287: Enquête Démographique et de Santé au Bénin; 2017-2018. Cotonou; Rockville; Maryland: Institut National de la Statistique et de l'Analyse Économique (INSAE); ICF; 2018 (in French).,2018,78.1,0: Units,PCNT: %,,DELIVERY,,1,RP: Reported,F: Free,,,,,"Cadres included align with the standard definition of: Doctor, nurse and/or midwife",Joint UNICEF-WHO Database on Skilled Birth Attendance 2023 (SDG inclusion=1),EOF: End of fieldwork,2001-2018
"UNICEF:MNCH(1.0): Maternal, child and newborn health",BFA: Burkina Faso,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T19: 15 to 19 years old,_T: Total,_T: Total,_T: Total,_T: Total,MNCH_SRC_2577: Demographic and Health Survey 2021 (Key indicators),2021,66.7,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2003-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",BFA: Burkina Faso,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q1: Lowest,_T: Total,_T: Total,MNCH_SRC_2577: Demographic and Health Survey 2021 (Key indicators),2021,67,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2003-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",BFA: Burkina Faso,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q2: Second,_T: Total,_T: Total,MNCH_SRC_2577: Demographic and Health Survey 2021 (Key indicators),2021,72.5,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2003-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",BFA: Burkina Faso,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q3: Middle,_T: Total,_T: Total,MNCH_SRC_2577: Demographic and Health Survey 2021 (Key indicators),2021,71,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2003-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",BFA: Burkina Faso,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q4: Fourth,_T: Total,_T: Total,MNCH_SRC_2577: Demographic and Health Survey 2021 (Key indicators),2021,73,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2003-2021
"UNICEF:MNCH(1.0): Maternal, child and newborn health",BFA: Burkina Faso,MNCH_ANC4: Antenatal care 4+ visits - percentage of women (aged 15-49 years) attended at least four times during pregnancy by any provider,F: Female,Y15T49: 15 to 49 years old,_T: Total,Q5: Highest,_T: Total,_T: Total,MNCH_SRC_2577: Demographic and Health Survey 2021 (Key indicators),2021,78.5,0: Units,PCNT: %,,ANTENATAL,,1,RP: Reported,F: Free,,,,,,,EOF: End of fieldwork,2003-2021
